Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
The Thin Red Line (1998),7.6,Nominated for 7 Oscars,21 wins & 47 nominations total,Terrence Malick,"$98,126,565",R,1.5K,183,182K
The Big Hit (1998),6.1,Nominated for 7 Oscars,21 wins & 47 nominations total,Terrence Malick,"$27,007,143",R,1.5K,183,182K
Twilight (1998),6.2,Nominated for 7 Oscars,21 wins & 47 nominations total,Terrence Malick,"$15,055,091",R,1.5K,183,182K
The Newton Boys (1998),6.1,Nominated for 7 Oscars,21 wins & 47 nominations total,Terrence Malick,"$10,452,012",R,1.5K,183,182K
The Man in the Iron Mask (1998),6.5,Awards,3 wins & 4 nominations,Randall Wallace,"$182,968,902",PG-13,280,91,162K
The Wedding Singer (1998),6.9,Awards,5 wins & 7 nominations,Frank Coraci,"$123,306,987",PG-13,382,99,143K
The Parent Trap (1998),6.6,Awards,2 wins & 7 nominations,Nancy Meyers,"$92,108,659",PG,315,62,129K
The Cider House Rules (1999),7.4,Won 2 Oscars,8 wins & 30 nominations total,Lasse Hallström,"$88,545,092",PG-13,437,121,96K
The Yards (2000),6.4,Awards,3 wins & 2 nominations,James Gray,"$924,036",R,141,82,21K
Three Kings (1999),7.1,Awards,8 wins & 19 nominations,David O. Russell,2.39 : 1,R,576,121,167K
The Corruptor (1999),6.1,Awards,1 nomination,James Foley,"$24,493,601",R,141,96,18K
Two Hands (1999),7.1,Awards,15 wins & 12 nominations,Gregor Jordan,Dôi Tay,R,116,8,12K
The Talented Mr. Ripley (1999),7.4,Nominated for 5 Oscars,10 wins & 81 nominations total,Anthony Minghella,"$128,799,509",R,779,181,199K
The Kid (2000),6.1,Awards,1 win & 3 nominations,Jon Turteltaub,"$110,317,580",PG,148,93,42K
The Original Kings of Comedy (2000),6.8,Awards,3 nominations,Spike Lee,"$38,182,790",R,85,55,5.7K
The Way of the Gun (2000),6.7,Awards,3 nominations,Spike Lee,"$13,200,972",R,85,55,5.7K
The Whole Nine Yards (2000),6.7,Awards,6 nominations,Jonathan Lynn,"$106,371,651",R,334,56,117K
The Replacements (2000),6.6,Awards,6 nominations,Jonathan Lynn,"$50,054,511",R,334,56,117K
The Skulls (2000),5.6,Awards,1 nomination,Rob Cohen,"$50,802,120",PG-13,197,91,32K
Tigerland (2000),7.0,Awards,2 wins & 5 nominations,Joel Schumacher,"$148,701",R,163,76,41K
Traffic (2000),7.6,Won 4 Oscars,74 wins & 87 nominations total,Steven Soderbergh,"$207,515,725",R,913,181,203K
Turn It Up (2000),4.2,Awards,1 nomination,Robert Adetuyi,"$1,247,949",R,9,24,1.3K
The Adventures of Rocky & Bullwinkle (2000),4.2,Awards,2 wins & 6 nominations,Des McAnuff,"$35,134,820",PG,204,54,20K
The Art of War (2000),5.7,Awards,11 nominations,Christian Duguay,"$40,400,425",R,179,97,30K
The Legend of Bagger Vance (2000),6.7,Awards,2 wins & 11 nominations,Robert Redford,"$39,459,427",PG-13,292,90,56K
The 6th Day (2000),5.9,Awards,8 nominations,Roger Spottiswoode,"$96,085,477",PG-13,329,149,120K
The Beach (2000),6.7,Awards,7 nominations,Danny Boyle,"$144,056,873",R,622,120,232K
The Patriot (2000),7.2,Nominated for 3 Oscars,9 wins & 20 nominations total,Roland Emmerich,"$215,294,342",R,1.2K,177,264K
The Brothers (2001),6.4,Awards,1 win & 8 nominations,Gary Hardwick,"$27,958,191",R,45,51,4.6K
The Fluffer (2001),5.7,Awards,1 win,Richard Glatzer,"$599,523",R,41,36,2.9K
The Last Castle (2001),7.0,Awards,1 win & 4 nominations,Rod Lurie,"$27,642,707",R,345,96,77K
The Lord of the Rings: The Fellowship of the Ring (2001),8.8,Won 4 Oscars,120 wins & 126 nominations total,Peter Jackson,"$897,690,072",PG-13,5.5K,201,1.7M
The Mummy Returns (2001),6.4,Awards,6 wins & 19 nominations,Stephen Sommers,"$443,280,904",PG-13,948,178,313K
The Musketeer (2001),4.8,Awards,1 nomination,Peter Hyams,"$32,533,802",PG-13,297,113,14K
The One (2001),5.9,Awards,4 nominations,James Wong,"$74,005,691",PG-13,312,101,91K
The Others (2001),7.6,Awards,29 wins & 55 nominations total,Alejandro Amenábar,"$209,947,037",PG-13,1.2K,167,354K
The Princess Diaries (2001),6.4,Awards,3 wins & 11 nominations,Garry Marshall,"$165,335,153",G,347,108,137K
The Royal Tenenbaums (2001),7.6,Nominated for 1 Oscar,11 wins & 46 nominations total,Wes Anderson,"$71,444,482",R,1K,232,280K
The Shipping News (2001),6.7,Awards,2 wins & 13 nominations total,Lasse Hallström,"$24,690,441",R,215,121,33K
The Wash (2001),4.8,Awards,2 wins & 13 nominations total,Lasse Hallström,"$10,229,331",R,215,121,33K
Thir13en Ghosts (2001),5.6,Awards,1 win & 4 nominations,Steve Beck,"Oct 28, 2001",R,529,144,85K
Tomcats (2001),5.4,Awards,2 nominations,Gregory Poirier,"$23,430,766",R,129,77,18K
Das Experiment (2001),7.7,Awards,14 wins & 14 nominations,Oliver Hirschbiegel,"$13,782,896",R,182,115,93K
Training Day (2001),7.7,Won 1 Oscar,18 wins & 23 nominations total,Antoine Fuqua,"$104,876,233",R,757,125,413K
The Majestic (2001),6.9,Awards,3 wins & 1 nomination,Frank Darabont,"$37,317,673",PG,397,111,54K
The Wedding Planner (2001),5.3,Awards,2 wins & 6 nominations,Adam Shankman,"$94,728,529",PG-13,244,111,79K
The Fast and the Furious (2001),6.8,Awards,11 wins & 18 nominations,Rob Cohen,"$207,305,509",PG-13,1.1K,131,370K
The Parole Officer (2001),6.4,Awards,2 nominations total,John Duigan,"$4,424,253",R,69,28,6.8K
The Pianist (2002),8.5,Won 3 Oscars,57 wins & 74 nominations total,Roman Polanski,"$120,072,577",R,1K,136,780K
The Adventures of Pluto Nash (2002),3.8,Awards,1 win & 12 nominations,Ron Underwood,"$7,103,973",PG-13,199,63,25K
The Banger Sisters (2002),5.7,Awards,1 win & 1 nomination,Bob Dolman,"$38,068,353",R,152,94,16K
The Bourne Identity (2002),7.9,Awards,3 wins & 6 nominations,Doug Liman,"$214,034,224",PG-13,961,255,528K
The Santa Clause 2 (2002),5.7,Awards,1 win & 3 nominations,Michael Lembeck,"$172,855,065",G,137,87,54K
The Four Feathers (2002),6.5,Awards,1 win & 3 nominations,Michael Lembeck,"$29,882,645",G,137,87,54K
The Italian Job (2003),7.0,Awards,7 wins & 9 nominations,F. Gary Gray,"$176,070,171",PG-13,562,173,355K
The League of Extraordinary Gentlemen (2003),5.8,Awards,12 nominations,Stephen Norrington,"$179,265,204",PG-13,852,201,173K
The Village (2004),6.5,Nominated for 1 Oscar,4 wins & 24 nominations total,M. Night Shyamalan,"$256,697,520",PG-13,2.1K,292,253K
Torque (2004),4.1,Awards,4 nominations,Joseph Kahn,"$46,546,197",PG-13,226,91,28K
The Bourne Supremacy (2004),7.7,Awards,5 wins & 22 nominations,Paul Greengrass,"$290,835,269",PG-13,886,251,449K
The Aviator (2004),7.5,Won 5 Oscars,85 wins & 131 nominations total,Martin Scorsese,"$213,719,942",PG-13,879,267,349K
The 40 Year Old Virgin (2005),7.1,Awards,10 wins & 19 nominations,Judd Apatow,"$177,378,645",R,624,190,417K
Fever Pitch (2005),6.2,Awards,9 nominations,Bobby Farrelly,"$50,605,163",PG-13,220,111,44K
Their Eyes Were Watching God (TV Movie 2005),6.5,Nominated for 2 Primetime Emmys,2 wins & 24 nominations total,Darnell Martin,Sueños de libertad,TV-14,84,6,2.8K
The Brothers Grimm (2005),5.9,Awards,4 wins & 5 nominations,Terry Gilliam,"$105,316,267",PG-13,518,243,119K
The Break-Up (2006),5.8,Awards,3 wins & 5 nominations,Peyton Reed,"$205,668,210",PG-13,533,175,130K
The Illusionist (2006),7.6,Nominated for 1 Oscar,11 wins & 12 nominations total,Neil Burger,"$87,892,388",PG-13,716,225,364K
The Departed (2006),8.5,Won 4 Oscars,97 wins & 141 nominations total,Martin Scorsese,"$291,465,373",R,2.4K,306,1.3M
The Last King of Scotland (2006),7.7,Won 1 Oscar,49 wins & 32 nominations total,Kevin Macdonald,"$48,618,191",R,384,244,182K
The Nanny Diaries (2007),6.2,Awards,1 win & 2 nominations,Shari Springer Berman,"$47,817,020",PG-13,94,97,58K
The Bourne Ultimatum (2007),8.0,Won 3 Oscars,29 wins & 42 nominations total,Paul Greengrass,"$444,100,035",PG-13,928,336,619K
The Simpsons Movie (2007),7.3,Awards,5 wins & 34 nominations total,David Silverman,"$536,414,293",PG-13,882,298,320K
The Brothers Bloom (2008),6.8,Awards,3 nominations,Rian Johnson,"$5,530,764",PG-13,133,187,50K
The Happening (2008),5.0,Awards,3 wins & 10 nominations,M. Night Shyamalan,"$163,403,799",R,1.4K,358,202K
The Incredible Hulk (2008),6.6,Awards,1 win & 10 nominations,Louis Leterrier,"$264,770,996",PG-13,879,405,461K
Tropic Thunder (2008),7.0,Nominated for 1 Oscar,10 wins & 47 nominations total,Ben Stiller,"$195,702,963",R,692,332,397K
The House Bunny (2008),5.5,Awards,2 nominations,Fred Wolf,"$70,439,696",PG-13,163,133,82K
The Spiderwick Chronicles (2008),6.5,Awards,2 wins & 8 nominations,Mark Waters,"$164,170,327",PG,160,189,93K
The Tale of Despereaux (2008),6.1,Awards,1 win & 8 nominations,Sam Fell,2.35 : 1,G,112,116,37K
The Dark Knight (2008),9.0,Won 2 Oscars,159 wins & 163 nominations total,Christopher Nolan,"$1,005,973,645",PG-13,7.7K,433,2.4M
The Hangover (2009),7.7,Awards,13 wins & 25 nominations total,Todd Phillips,"$469,310,836",R,784,351,749K
The Imaginarium of Doctor Parnassus (2009),6.8,Nominated for 2 Oscars,5 wins & 23 nominations total,Terry Gilliam,"$61,808,775",PG-13,262,291,147K
The Lovely Bones (2009),6.7,Nominated for 1 Oscar,10 wins & 46 nominations total,Peter Jackson,"$93,621,340",PG-13,744,318,165K
The Invention of Lying (2009),6.4,Awards,1 nomination,Ricky Gervais,"$32,406,507",PG-13,410,200,136K
The Men Who Stare at Goats (2009),6.2,Awards,1 win & 1 nomination,Grant Heslov,"$69,095,771",R,306,267,130K
Tucker and Dale vs Evil (2010),7.5,Awards,10 wins & 14 nominations,Eli Craig,"$5,224,938",R,340,349,173K
Tracker (2010),6.5,Awards,1 nomination,Ian Sharp,"$54,437",R,32,11,3.9K
The Losers (2010),6.3,Awards,1 win & 7 nominations,Sylvain White,"$29,397,654",PG-13,269,177,98K
The Fighter (2010),7.8,Won 2 Oscars,73 wins & 124 nominations total,David O. Russell,"$129,190,869",R,479,420,354K
The Other Guys (2010),6.7,Awards,3 wins & 15 nominations,Adam McKay,"$170,458,922",PG-13,439,284,255K
The A-Team (2010),6.7,Awards,2 wins & 4 nominations,Joe Carnahan,"$177,238,796",PG-13,430,331,253K
Tower Heist (2011),6.2,Awards,3 nominations,Brett Ratner,"$152,930,623",PG-13,243,242,139K
The King's Speech (2010),8.0,Won 4 Oscars,108 wins & 206 nominations total,Tom Hooper,"$427,374,317",R,792,487,660K
What's the Worst That Could Happen? (2001),5.5,Won 4 Oscars,108 wins & 206 nominations total,Tom Hooper,"$38,464,131",R,792,487,660K
The Next Three Days (2010),7.3,Awards,3 nominations,Paul Haggis,"$67,448,651",PG-13,396,242,193K
True Grit (2010),7.6,Nominated for 10 Oscars,38 wins & 169 nominations total,Ethan Coen,"$252,276,927",PG-13,842,532,326K
The Green Hornet (2011),5.8,Awards,4 wins & 7 nominations,Michel Gondry,"$227,817,248",PG-13,495,457,159K
Transformers: Dark of the Moon (2011),6.2,Nominated for 3 Oscars,10 wins & 42 nominations total,Michael Bay,"$1,123,794,079",PG-13,971,440,396K
Thor (2011),7.0,Awards,5 wins & 30 nominations,Kenneth Branagh,"$449,326,618",PG-13,989,575,792K
Take Me Home Tonight (2011),6.3,Awards,1 nomination,Michael Dowse,"$7,550,073",R,106,141,53K
The Guard (2011),7.3,Awards,17 wins & 29 nominations total,John Michael McDonagh,"$19,561,904",R,165,272,84K
The Beaver (2011),6.6,Awards,2 wins & 12 nominations,Jodie Foster,"$7,294,800",PG-13,169,290,49K
The Hangover Part II (2011),6.5,Awards,5 wins & 18 nominations,Todd Phillips,"$586,764,305",R,456,393,481K
The Help (2011),8.0,Won 1 Oscar,79 wins & 121 nominations total,Tate Taylor,"$216,639,112",PG-13,622,303,442K
Texas Killing Fields (2011),5.7,Awards,4 wins & 3 nominations,Ami Canaan Mann,"$1,271,319",R,102,119,20K
The Cup (2011),5.6,Awards,4 wins & 3 nominations,Ami Canaan Mann,"A$15,000,000 (estimated)",R,102,119,20K
The Inbetweeners Movie (2011),6.7,Awards,2 wins & 4 nominations,Ben Palmer,"$88,823,111",R,138,107,81K
The Adjustment Bureau (2011),7.0,Awards,1 win & 9 nominations,George Nolfi,"$127,869,379",PG-13,507,428,252K
The Dilemma (2011),5.3,Awards,1 nomination,Ron Howard,"$69,721,966",PG-13,152,190,53K
The Son of No One (2011),5.1,Awards,1 nomination,Dito Montiel,"$1,091,132",R,54,60,17K
U Turn (1997),6.7,Awards,1 win & 2 nominations,Oliver Stone,"$6,682,098",R,237,106,51K
Unbreakable (2000),7.3,Awards,2 wins & 15 nominations,M. Night Shyamalan,"$248,118,121",PG-13,1.5K,307,404K
Undercover Brother (2002),5.9,Awards,1 win & 7 nominations,Malcolm D. Lee,"$41,604,473",PG-13,197,75,34K
Unstoppable (2010),6.8,Nominated for 1 Oscar,1 win & 14 nominations total,Tony Scott,"$167,805,466",PG-13,413,328,192K
Vanilla Sky (2001),6.9,Nominated for 1 Oscar,5 wins & 34 nominations total,Cameron Crowe,"$203,388,341",R,1.3K,150,257K
White Palace (1990),6.5,Awards,1 win & 1 nomination,Luis Mandoki,"$17,487,531",R,55,29,8K
Wayne's World (1992),7.0,Awards,4 wins & 5 nominations,Penelope Spheeris,"$183,097,323",PG-13,207,76,151K
Wayne's World 2 (1993),6.2,Awards,3 nominations,Stephen Surjik,"$48,198,019",PG-13,97,46,80K
What's Eating Gilbert Grape (1993),7.7,Nominated for 1 Oscar,8 wins & 7 nominations total,Lasse Hallström,"$10,032,765",PG-13,389,95,227K
What Women Want (2000),6.4,Awards,5 wins & 9 nominations,Nancy Meyers,"$374,111,707",PG-13,434,123,202K
Wonderland (2003),6.6,Awards,3 nominations,James Cox,"$2,466,444",R,166,90,22K
Welcome to Mooseport (2004),5.2,Awards,3 nominations,James Cox,"$14,615,099",R,166,90,22K
Win a Date with Tad Hamilton! (2004),5.6,Awards,8 nominations,Robert Luketic,"$21,513,434",PG-13,155,84,27K
War of the Worlds (2005),6.5,Nominated for 3 Oscars,16 wins & 49 nominations total,Steven Spielberg,"$603,873,119",PG-13,2.9K,404,432K
Wedding Crashers (2005),6.9,Awards,11 wins & 11 nominations,David Dobkin,"$288,467,645",R,689,186,344K
Walk the Line (2005),7.8,Won 1 Oscar,44 wins & 48 nominations total,James Mangold,"$186,797,986",PG-13,923,274,243K
We Are Marshall (2006),7.1,Awards,1 nomination,McG,"$43,545,364",PG,190,81,60K
We Own the Night (2007),6.8,Awards,2 wins & 7 nominations,James Gray,"$55,033,767",R,223,217,87K
Walk Hard: The Dewey Cox Story (2007),6.8,Awards,1 win & 6 nominations,Jake Kasdan,"$20,576,198",R,240,172,70K
Women in Trouble (2009),5.7,Awards,1 win & 6 nominations,Jake Kasdan,"$18,000",R,240,172,70K
Whip It (2009),6.9,Awards,8 nominations,Drew Barrymore,2.35 : 1,PG-13,139,200,66K
White Irish Drinkers (2010),6.8,Awards,3 wins & 3 nominations,John Gray,"$31,056",R,33,26,1.8K
Warrior (2011),8.1,Nominated for 1 Oscar,5 wins & 22 nominations total,Gavin O'Connor,"$23,308,615",PG-13,760,348,453K
Water for Elephants (2011),6.9,Awards,3 wins & 13 nominations,Francis Lawrence,"$117,094,902",PG-13,298,279,114K
X-Men (2000),7.4,Awards,13 wins & 26 nominations,Bryan Singer,"$296,339,528",PG-13,1.4K,322,592K
xXx (2002),5.9,Awards,4 wins & 14 nominations,Rob Cohen,"$277,448,382",PG-13,757,180,177K
X2 (2003),7.4,Awards,6 wins & 41 nominations,Bryan Singer,"$407,711,549",PG-13,1.1K,170,531K
xXx: State of the Union (2005),4.5,Awards,1 nomination,Lee Tamahori,"$71,022,693",PG-13,240,53,69K
X-Men: The Last Stand (2006),6.7,Awards,7 wins & 40 nominations,Brett Ratner,"$460,435,291",PG-13,1.9K,353,499K
Youngblood (1986),6.2,Awards,1 win,Peter Markle,"$15,448,384",R,57,36,14K
"You, Me and Dupree (2006)",5.6,Awards,3 wins & 2 nominations,Anthony Russo,"$130,628,903",PG-13,202,141,80K
You Don't Mess with the Zohan (2008),5.5,Awards,2 wins & 2 nominations,Dennis Dugan,"$204,313,400",PG-13,454,206,197K
Youth in Revolt (2009),6.4,Awards,1 win & 1 nomination,Miguel Arteta,"$19,651,093",R,110,189,74K
Year One (2009),4.9,Awards,1 nomination,Harold Ramis,"$62,357,900",PG-13,279,174,96K
Your Highness (2011),5.5,Awards,1 win & 3 nominations,David Gordon Green,"$28,013,733",R,330,212,100K
Zoolander (2001),6.5,Awards,1 win & 11 nominations,Ben Stiller,2.39 : 1,PG-13,559,133,256K
Zack and Miri Make a Porno (2008),6.5,Awards,2 wins & 4 nominations,Kevin Smith,"$42,784,344",R,269,252,176K
Zombieland (2009),7.6,Awards,10 wins & 29 nominations,Ruben Fleischer,"$102,392,080",R,754,496,547K
Zookeeper (2011),5.2,Awards,1 win & 2 nominations,Frank Coraci,"$169,852,759",PG,151,185,60K
200 Cigarettes (1999),6.0,Awards,2 nominations,Risa Bramon Garcia,"$6,852,450",R,183,72,15K
10 Things I Hate About You (1999),7.3,Awards,2 wins & 13 nominations,Gil Junger,"$53,478,579",PG-13,669,119,318K
25th Hour (2002),7.6,Awards,4 wins & 17 nominations,Spike Lee,"$23,932,055",R,488,193,175K
50 First Dates (2004),6.8,Awards,6 wins & 10 nominations,Peter Segal,"$198,520,934",PG-13,557,140,341K
21 (2008),6.8,Awards,1 win & 5 nominations,Robert Luketic,"$159,808,370",PG-13,333,155,240K
(500) Days of Summer (2009),7.7,Awards,17 wins & 58 nominations,Marc Webb,"$60,800,444",PG-13,690,354,492K
30 Minutes or Less (2011),6.1,Awards,17 wins & 58 nominations,Marc Webb,"$40,662,632",PG-13,690,354,492K
3000 Miles to Graceland (2001),6.0,Awards,13 nominations,Demian Lichtenstein,"$18,720,175",R,427,116,46K
2 Fast 2 Furious (2003),5.9,Awards,4 wins & 13 nominations,John Singleton,"$236,350,661",PG-13,456,122,265K
Boat Trip (2002),4.9,Awards,1 win & 8 nominations,Mort Nathan,"$15,020,293",R,138,58,31K
The Cooler (2003),6.9,Nominated for 1 Oscar,9 wins & 26 nominations total,Wayne Kramer,"$10,464,788",R,226,131,34K
Daddy Day Care (2003),5.6,Awards,1 win & 6 nominations,Steve Carr,"$164,433,867",PG,150,85,67K
Daredevil (2003),5.3,Awards,5 wins & 17 nominations,Mark Steven Johnson,"$179,179,718",PG-13,1K,295,214K
Dark Blue (2002),6.6,Awards,4 nominations,Ron Shelton,"$12,150,301",R,133,75,22K
Devil's Pond (2003),5.4,Awards,4 nominations,Ron Shelton,"$5,000,000 (estimated)",R,133,75,22K
Dickie Roberts: Former Child Star (2003),5.6,Awards,2 nominations,Sam Weisman,"$23,769,505",PG-13,122,70,14K
Dreamcatcher (2003),5.5,Awards,5 nominations,Lawrence Kasdan,"$81,240,406",R,716,189,91K
Duplex (2003),5.9,Awards,2 nominations,Danny DeVito,"$19,322,135",PG-13,162,58,57K
Elf (2003),7.0,Awards,2 wins & 7 nominations,Jon Favreau,"Nov 9, 2003",PG,574,131,242K
The Fighting Temptations (2003),5.6,Awards,4 wins & 11 nominations,Jonathan Lynn,"$33,972,062",PG-13,67,40,7.1K
Final Destination 2 (2003),6.2,Awards,4 nominations,David R. Ellis,"$90,941,129",R,518,177,160K
Finding Nemo (2003),8.1,Won 1 Oscar,48 wins & 63 nominations total,Andrew Stanton,"$940,352,645",G,1K,158,992K
